,position_detail_symbol,position_detail_report_date,position_detail_position_symbol,position_detail_name,position_detail_value,position_detail_amount,position_detail_value_percent,position_detail_net_value_percent,position_detail_stat_date,position_detail_type,position_detail_investment_type
441,260108.OF,2011-08-24,601601.SH,中国太保,34691066.0,1549400.0,0.012284,1.1,2011-06-30,股票,0.0
442,260108.OF,2011-08-24,601299.SH,中国北车,89459746.7,13352201.0,0.031678,2.83,2011-06-30,股票,0.0
443,260108.OF,2011-08-24,601169.SH,北京银行,34780315.09,3488497.0,0.012316,1.1,2011-06-30,股票,0.0
444,260108.OF,2011-08-24,601168.SH,西部矿业,28474155.06,1921333.0,0.010083,0.9,2011-06-30,股票,0.0
445,260108.OF,2011-08-24,601166.SH,兴业银行,141899902.52,10526699.0,0.050248,4.49,2011-06-30,股票,0.0
446,260108.OF,2011-08-24,601001.SH,晋控煤业,41191816.0,2423048.0,0.014586,1.3,2011-06-30,股票,0.0
447,260108.OF,2011-08-24,600546.SH,山煤国际,97671485.0,3131500.0,0.034586,3.09,2011-06-30,股票,0.0
448,260108.OF,2011-08-24,600518.SH,ST康美,17622148.04,1339069.0,0.00624,0.56,2011-06-30,股票,0.0
449,260108.OF,2011-08-24,600361.SH,华联综超,3667660.62,417729.0,0.001299,0.12,2011-06-30,股票,0.0
450,260108.OF,2011-08-24,600195.SH,中牧股份,29233113.0,1284972.0,0.010352,0.93,2011-06-30,股票,0.0
451,260108.OF,2011-08-24,002266.SZ,浙富控股,14270347.7,747530.0,0.005053,0.45,2011-06-30,股票,0.0
452,260108.OF,2011-08-24,002140.SZ,东华科技,50890268.7,1853926.0,0.018021,1.61,2011-06-30,股票,0.0
453,260108.OF,2011-08-24,002056.SZ,横店东磁,668517.3,24354.0,0.000237,0.02,2011-06-30,股票,0.0
454,260108.OF,2011-08-24,002045.SZ,国光电器,39533704.8,5313670.0,0.013999,1.25,2011-06-30,股票,0.0
455,260108.OF,2011-08-24,000807.SZ,云铝股份,45127149.48,4193973.0,0.01598,1.43,2011-06-30,股票,0.0
456,260108.OF,2012-03-30,601766.SH,中国中车,83589693.07,19304779.0,0.039217,3.68,2011-12-31,股票,0.0
457,260108.OF,2012-03-30,601318.SH,中国平安,109790656.08,3187882.0,0.05151,4.83,2011-12-31,股票,0.0
458,260108.OF,2012-03-30,601299.SH,中国北车,48920904.25,11510801.0,0.022952,2.15,2011-12-31,股票,0.0
459,260108.OF,2012-03-30,601169.SH,北京银行,32373252.16,3488497.0,0.015188,1.43,2011-12-31,股票,0.0
460,260108.OF,2012-03-30,600997.SH,开滦股份,30916842.0,2775300.0,0.014505,1.36,2011-12-31,股票,0.0
461,260108.OF,2012-03-30,600595.SH,*ST中孚,21643059.72,3744474.0,0.010154,0.95,2011-12-31,股票,0.0
462,260108.OF,2012-03-30,600546.SH,山煤国际,75938875.0,3131500.0,0.035628,3.34,2011-12-31,股票,0.0
463,260108.OF,2012-03-30,600375.SH,汉马科技,26447745.24,2469444.0,0.012408,1.16,2011-12-31,股票,0.0
464,260108.OF,2012-03-30,600195.SH,中牧股份,35506840.56,2047684.0,0.016658,1.56,2011-12-31,股票,0.0
465,260108.OF,2012-03-30,002056.SZ,横店东磁,386010.9,24354.0,0.000181,0.02,2011-12-31,股票,0.0
466,260108.OF,2012-03-30,000937.SZ,冀中能源,106412024.88,6311508.0,0.049925,4.69,2011-12-31,股票,0.0
467,260108.OF,2012-03-30,000878.SZ,云南铜业,76352511.2,4742392.0,0.035822,3.36,2011-12-31,股票,0.0
468,260108.OF,2012-03-30,000876.SZ,新希望,78054698.5,4659982.0,0.03662,3.44,2011-12-31,股票,0.0
469,260108.OF,2012-03-30,000776.SZ,广发证券,46668678.0,2222318.0,0.021895,2.06,2011-12-31,股票,0.0
470,260108.OF,2012-03-30,000759.SZ,中百集团,3022987.5,357750.0,0.001418,0.13,2011-12-31,股票,0.0
471,260108.OF,2012-03-30,000527.SZ,美的电器,69601927.68,5686432.0,0.032655,3.07,2011-12-31,股票,0.0
472,260108.OF,2012-03-30,601818.SH,光大银行,117314637.12,40734249.0,0.05504,5.17,2011-12-31,股票,0.0
473,260108.OF,2012-03-30,601699.SH,潞安环能,93627963.92,4424762.0,0.043927,4.12,2011-12-31,股票,0.0
474,260108.OF,2012-03-30,601601.SH,中国太保,29763974.0,1549400.0,0.013964,1.31,2011-12-31,股票,0.0
475,260108.OF,2012-03-30,601166.SH,兴业银行,131794271.48,10526699.0,0.061833,5.8,2011-12-31,股票,0.0
476,260108.OF,2012-03-30,601001.SH,晋控煤业,29464263.68,2423048.0,0.013824,1.3,2011-12-31,股票,0.0
477,260108.OF,2012-03-30,600537.SH,亿晶光电,29544431.32,1456108.0,0.013861,1.3,2011-12-31,股票,0.0
478,260108.OF,2012-03-30,600518.SH,ST康美,15024354.18,1339069.0,0.007049,0.66,2011-12-31,股票,0.0
479,260108.OF,2012-03-30,600426.SH,华鲁恒升,3873195.3,513006.0,0.001817,0.17,2011-12-31,股票,0.0
480,260108.OF,2012-03-30,600395.SH,盘江股份,11977000.0,580000.0,0.005619,0.53,2011-12-31,股票,0.0
481,260108.OF,2012-03-30,600361.SH,华联综超,2322573.24,417729.0,0.00109,0.1,2011-12-31,股票,0.0
482,260108.OF,2012-03-30,600118.SH,中国卫星,960064.8,47062.0,0.00045,0.04,2011-12-31,股票,0.0
483,260108.OF,2012-03-30,300124.SZ,汇川技术,107789708.0,1988740.0,0.050571,4.75,2011-12-31,股票,0.0
484,260108.OF,2012-03-30,002266.SZ,浙富控股,12663158.2,747530.0,0.005941,0.56,2011-12-31,股票,0.0
485,260108.OF,2012-03-30,002074.SZ,国轩高科,28252396.08,3214152.0,0.013255,1.24,2011-12-31,股票,0.0
486,260108.OF,2012-03-30,000933.SZ,神火股份,57302553.0,6201575.0,0.026884,2.52,2011-12-31,股票,0.0
487,260108.OF,2012-03-30,000807.SZ,云铝股份,26824651.8,5452165.0,0.012585,1.18,2011-12-31,股票,0.0
488,260108.OF,2012-03-30,000623.SZ,吉林敖东,52718243.05,2585495.0,0.024733,2.32,2011-12-31,股票,0.0
489,260108.OF,2012-03-30,601336.SH,新华保险,71719933.38,2573374.0,0.033648,3.16,2011-12-31,股票,0.0
490,260108.OF,2012-03-30,600362.SH,江西铜业,66670423.71,3040147.0,0.031279,2.94,2011-12-31,股票,0.0
491,260108.OF,2012-03-30,600266.SH,城建发展,1134217.77,91543.0,0.000532,0.05,2011-12-31,股票,0.0
492,260108.OF,2012-03-30,600166.SH,福田汽车,2250491.88,387348.0,0.001056,0.1,2011-12-31,股票,0.0
493,260108.OF,2012-03-30,600123.SH,兰花科创,32159319.84,827143.0,0.015088,1.42,2011-12-31,股票,0.0
494,260108.OF,2012-03-30,600036.SH,招商银行,68129206.31,5739613.0,0.031964,3.0,2011-12-31,股票,0.0
495,260108.OF,2012-03-30,300157.SZ,恒泰艾普,74695980.6,2912124.0,0.035045,3.29,2011-12-31,股票,0.0
496,260108.OF,2012-03-30,002045.SZ,国光电器,30075372.2,5313670.0,0.01411,1.32,2011-12-31,股票,0.0
497,260108.OF,2012-03-30,000888.SZ,峨眉山A,25706945.16,1402452.0,0.012061,1.13,2011-12-31,股票,0.0
498,260108.OF,2012-03-30,000639.SZ,西王食品,23289609.6,808667.0,0.010927,1.03,2011-12-31,股票,0.0
499,260108.OF,2012-03-30,000630.SZ,铜陵有色,87412000.0,5200000.0,0.04101,3.85,2011-12-31,股票,0.0
500,260108.OF,2012-03-30,000417.SZ,合肥百货,16054520.13,1136201.0,0.007532,0.71,2011-12-31,股票,0.0
501,260108.OF,2012-03-30,000060.SZ,中金岭南,35313786.03,4290861.0,0.016568,1.56,2011-12-31,股票,0.0
502,260108.OF,2012-08-28,601877.SH,正泰电器,18282456.64,1198064.0,0.008681,0.82,2012-06-30,股票,0.0
503,260108.OF,2012-08-28,601336.SH,新华保险,88112325.76,2573374.0,0.041836,3.93,2012-06-30,股票,0.0
504,260108.OF,2012-08-28,600881.SH,亚泰集团,64476219.5,11722949.0,0.030613,2.88,2012-06-30,股票,0.0
505,260108.OF,2012-08-28,600720.SH,祁连山,58278616.56,5566248.0,0.027671,2.6,2012-06-30,股票,0.0
506,260108.OF,2012-08-28,600546.SH,山煤国际,1509921.92,72176.0,0.000717,0.07,2012-06-30,股票,0.0
507,260108.OF,2012-08-28,600395.SH,盘江股份,15590400.0,580000.0,0.007402,0.7,2012-06-30,股票,0.0
508,260108.OF,2012-08-28,600361.SH,华联综超,2372700.72,417729.0,0.001127,0.11,2012-06-30,股票,0.0
509,260108.OF,2012-08-28,600309.SH,万华化学,34395554.1,2576446.0,0.016331,1.53,2012-06-30,股票,0.0
510,260108.OF,2012-08-28,002233.SZ,塔牌集团,64492603.56,6979719.0,0.030621,2.88,2012-06-30,股票,0.0
511,260108.OF,2012-08-28,002206.SZ,海利得,8752496.72,1310254.0,0.004156,0.39,2012-06-30,股票,0.0
512,260108.OF,2012-08-28,002045.SZ,国光电器,19214335.2,4213670.0,0.009123,0.86,2012-06-30,股票,0.0
513,260108.OF,2012-08-28,002024.SZ,苏宁易购,51182456.68,6100412.0,0.024301,2.28,2012-06-30,股票,0.0
514,260108.OF,2012-08-28,000937.SZ,冀中能源,15270000.0,1000000.0,0.00725,0.68,2012-06-30,股票,0.0
515,260108.OF,2012-08-28,000926.SZ,福星股份,43454219.24,4652486.0,0.020632,1.94,2012-06-30,股票,0.0
516,260108.OF,2012-08-28,000417.SZ,合肥百货,14259322.55,1136201.0,0.00677,0.64,2012-06-30,股票,0.0
517,260108.OF,2012-08-28,000024.SZ,招商地产,55513990.18,2263106.0,0.026358,2.48,2012-06-30,股票,0.0
518,260108.OF,2012-08-28,601628.SH,中国人寿,113715083.7,6213939.0,0.053992,5.07,2012-06-30,股票,0.0
519,260108.OF,2012-08-28,601318.SH,中国平安,145813722.68,3187882.0,0.069232,6.51,2012-06-30,股票,0.0
520,260108.OF,2012-08-28,600376.SH,首开股份,46613909.12,3520688.0,0.022132,2.08,2012-06-30,股票,0.0
521,260108.OF,2012-08-28,600141.SH,兴发集团,54782402.68,2647772.0,0.026011,2.44,2012-06-30,股票,0.0
522,260108.OF,2012-08-28,002056.SZ,横店东磁,387715.68,24354.0,0.000184,0.02,2012-06-30,股票,0.0
523,260108.OF,2012-08-28,000888.SZ,峨眉山A,11597623.76,542452.0,0.005507,0.52,2012-06-30,股票,0.0
524,260108.OF,2012-08-28,000876.SZ,新希望,963214.0,64300.0,0.000457,0.04,2012-06-30,股票,0.0
525,260108.OF,2012-08-28,000759.SZ,中百集团,2661660.0,357750.0,0.001264,0.12,2012-06-30,股票,0.0
526,260108.OF,2012-08-28,000540.SZ,中天金融,29945899.8,4057710.0,0.014218,1.34,2012-06-30,股票,0.0
527,260108.OF,2012-08-28,000002.SZ,万科A,69270064.38,7774418.0,0.032889,3.09,2012-06-30,股票,0.0
528,260108.OF,2012-08-28,601601.SH,中国太保,135402223.82,6104699.0,0.064289,6.04,2012-06-30,股票,0.0
529,260108.OF,2012-08-28,601166.SH,兴业银行,41923323.2,3229840.0,0.019905,1.87,2012-06-30,股票,0.0
530,260108.OF,2012-08-28,601088.SH,中国神华,20428789.92,908754.0,0.0097,0.91,2012-06-30,股票,0.0
531,260108.OF,2012-08-28,600585.SH,海螺水泥,90896899.08,6133394.0,0.043158,4.06,2012-06-30,股票,0.0
532,260108.OF,2012-08-28,600519.SH,贵州茅台,82842516.6,346404.0,0.039334,3.7,2012-06-30,股票,0.0
533,260108.OF,2012-08-28,600518.SH,ST康美,20648443.98,1339069.0,0.009804,0.92,2012-06-30,股票,0.0
534,260108.OF,2012-08-28,600383.SH,金地集团,77310132.48,11930576.0,0.036707,3.45,2012-06-30,股票,0.0
535,260108.OF,2012-08-28,600375.SH,汉马科技,24373412.28,2469444.0,0.011573,1.09,2012-06-30,股票,0.0
536,260108.OF,2012-08-28,600362.SH,江西铜业,24547129.77,1026647.0,0.011655,1.1,2012-06-30,股票,0.0
537,260108.OF,2012-08-28,600118.SH,中国卫星,770268.79,61181.0,0.000366,0.03,2012-06-30,股票,0.0
538,260108.OF,2012-08-28,600048.SH,保利地产,58413474.0,5151100.0,0.027735,2.61,2012-06-30,股票,0.0
539,260108.OF,2012-08-28,600030.SH,中信证券,33190263.33,2627891.0,0.015759,1.48,2012-06-30,股票,0.0
540,260108.OF,2012-08-28,300157.SZ,恒泰艾普,65749800.6,3335860.0,0.031218,2.93,2012-06-30,股票,0.0
541,260108.OF,2012-08-28,300124.SZ,汇川技术,81617889.6,3579732.0,0.038752,3.64,2012-06-30,股票,0.0
542,260108.OF,2012-08-28,000800.SZ,一汽解放,14714214.0,1354900.0,0.006986,0.66,2012-06-30,股票,0.0
543,260108.OF,2012-08-28,000776.SZ,广发证券,7713769.53,258591.0,0.003663,0.34,2012-06-30,股票,0.0
544,260108.OF,2012-08-28,000630.SZ,铜陵有色,19300000.0,1000000.0,0.009164,0.86,2012-06-30,股票,0.0
545,260108.OF,2012-08-28,000629.SZ,攀钢钒钛,63894122.74,9710353.0,0.030337,2.85,2012-06-30,股票,0.0
546,260108.OF,2012-08-28,000568.SZ,泸州老窖,115184490.14,2722394.0,0.05469,5.14,2012-06-30,股票,0.0
547,260108.OF,2012-08-28,000401.SZ,冀东水泥,96318479.92,6850532.0,0.045732,4.3,2012-06-30,股票,0.0
548,260108.OF,2013-03-28,601888.SH,中国中免,31821705.18,1160529.0,0.019583,1.59,2012-12-31,股票,0.0
549,260108.OF,2013-03-28,601877.SH,正泰电器,22008435.68,1198064.0,0.013544,1.1,2012-12-31,股票,0.0
550,260108.OF,2013-03-28,601628.SH,中国人寿,30041063.2,1403788.0,0.018487,1.5,2012-12-31,股票,0.0
551,260108.OF,2013-03-28,600674.SH,川投能源,26579784.0,3179400.0,0.016357,1.32,2012-12-31,股票,0.0
552,260108.OF,2013-03-28,600637.SH,东方明珠,44687111.01,2815823.0,0.027501,2.23,2012-12-31,股票,0.0
553,260108.OF,2013-03-28,600546.SH,山煤国际,21599713.85,1061411.0,0.013293,1.08,2012-12-31,股票,0.0
554,260108.OF,2013-03-28,600422.SH,昆药集团,21797599.56,1119548.0,0.013414,1.09,2012-12-31,股票,0.0
555,260108.OF,2013-03-28,600406.SH,国电南瑞,26075648.34,1626678.0,0.016047,1.3,2012-12-31,股票,0.0
556,260108.OF,2013-03-28,600352.SH,浙江龙盛,26089728.01,4298143.0,0.016056,1.3,2012-12-31,股票,0.0
557,260108.OF,2013-03-28,600138.SH,中青旅,17429375.2,1094810.0,0.010726,0.87,2012-12-31,股票,0.0
558,260108.OF,2013-03-28,300332.SZ,天壕环境,28847606.4,3004959.0,0.017753,1.44,2012-12-31,股票,0.0
559,260108.OF,2013-03-28,300124.SZ,汇川技术,52690000.0,2200000.0,0.032426,2.63,2012-12-31,股票,0.0
560,260108.OF,2013-03-28,300058.SZ,蓝色光标,4325748.0,188076.0,0.002662,0.22,2012-12-31,股票,0.0
561,260108.OF,2013-03-28,002571.SZ,德力股份,14013338.24,755029.0,0.008624,0.7,2012-12-31,股票,0.0
562,260108.OF,2013-03-28,002311.SZ,海大集团,37400350.5,2187155.0,0.023016,1.86,2012-12-31,股票,0.0
563,260108.OF,2013-03-28,002273.SZ,水晶光电,35244420.45,1700165.0,0.02169,1.76,2012-12-31,股票,0.0
564,260108.OF,2013-03-28,002065.SZ,东华软件,33770011.0,2401850.0,0.020782,1.68,2012-12-31,股票,0.0
565,260108.OF,2013-03-28,002063.SZ,远光软件,21871781.76,1491936.0,0.01346,1.09,2012-12-31,股票,0.0
566,260108.OF,2013-03-28,002051.SZ,中工国际,23465227.8,798137.0,0.014441,1.17,2012-12-31,股票,0.0
567,260108.OF,2013-03-28,000999.SZ,华润三九,19509982.2,823206.0,0.012007,0.97,2012-12-31,股票,0.0
568,260108.OF,2013-03-28,000888.SZ,峨眉山A,10469323.6,542452.0,0.006443,0.52,2012-12-31,股票,0.0
569,260108.OF,2013-03-28,601886.SH,江河集团,29258128.8,1342116.0,0.018006,1.46,2012-12-31,股票,0.0
570,260108.OF,2013-03-28,601258.SH,ST庞大,25113673.09,4857577.0,0.015455,1.25,2012-12-31,股票,0.0
571,260108.OF,2013-03-28,601117.SH,中国化学,32182086.32,3905593.0,0.019805,1.6,2012-12-31,股票,0.0
572,260108.OF,2013-03-28,601088.SH,中国神华,23036913.9,908754.0,0.014177,1.15,2012-12-31,股票,0.0
573,260108.OF,2013-03-28,600594.SH,益佰制药,23408818.56,1169856.0,0.014406,1.17,2012-12-31,股票,0.0
574,260108.OF,2013-03-28,600519.SH,贵州茅台,46820.48,224.0,2.9e-05,0.0,2012-12-31,股票,0.0
575,260108.OF,2013-03-28,600486.SH,扬农化工,20423191.76,1023206.0,0.012569,1.02,2012-12-31,股票,0.0
576,260108.OF,2013-03-28,600309.SH,万华化学,32451629.0,2078900.0,0.019971,1.62,2012-12-31,股票,0.0
577,260108.OF,2013-03-28,600221.SH,海航控股,44604000.0,10800000.0,0.02745,2.22,2012-12-31,股票,0.0
578,260108.OF,2013-03-28,600157.SH,*ST永泰,15681802.64,1666504.0,0.009651,0.78,2012-12-31,股票,0.0
579,260108.OF,2013-03-28,600062.SH,华润双鹤,12658428.0,557640.0,0.00779,0.63,2012-12-31,股票,0.0
580,260108.OF,2013-03-28,300157.SZ,恒泰艾普,26827730.1,1386446.0,0.01651,1.34,2012-12-31,股票,0.0
581,260108.OF,2013-03-28,300146.SZ,汤臣倍健,53356887.0,916785.0,0.032836,2.66,2012-12-31,股票,0.0
582,260108.OF,2013-03-28,002450.SZ,*ST康得,24217380.0,996600.0,0.014904,1.21,2012-12-31,股票,0.0
583,260108.OF,2013-03-28,002415.SZ,海康威视,34567409.85,1111135.0,0.021273,1.72,2012-12-31,股票,0.0
584,260108.OF,2013-03-28,002400.SZ,省广集团,5630219.97,243627.0,0.003465,0.28,2012-12-31,股票,0.0
585,260108.OF,2013-03-28,002308.SZ,威创股份,18466065.45,1848455.0,0.011364,0.92,2012-12-31,股票,0.0
586,260108.OF,2013-03-28,002262.SZ,恩华药业,10921561.6,401528.0,0.006721,0.54,2012-12-31,股票,0.0
587,260108.OF,2013-03-28,002116.SZ,中国海诚,22224000.75,1559579.0,0.013677,1.11,2012-12-31,股票,0.0
588,260108.OF,2013-03-28,002055.SZ,得润电子,15174654.32,2643668.0,0.009339,0.76,2012-12-31,股票,0.0
589,260108.OF,2013-03-28,002033.SZ,丽江股份,21600286.6,1193386.0,0.013293,1.08,2012-12-31,股票,0.0
590,260108.OF,2013-03-28,000963.SZ,华东医药,20020832.0,588848.0,0.012321,1.0,2012-12-31,股票,0.0
591,260108.OF,2013-03-28,000826.SZ,启迪环境,24039907.32,1045668.0,0.014794,1.2,2012-12-31,股票,0.0
592,260108.OF,2013-03-28,000417.SZ,合肥百货,11913063.99,1704301.0,0.007331,0.59,2012-12-31,股票,0.0
593,260108.OF,2013-03-28,601166.SH,兴业银行,53906029.6,3229840.0,0.033174,2.69,2012-12-31,股票,0.0
594,260108.OF,2013-03-28,600535.SH,天士力,22207762.35,401805.0,0.013667,1.11,2012-12-31,股票,0.0
595,260108.OF,2013-03-28,600518.SH,ST康美,17595366.66,1339069.0,0.010828,0.88,2012-12-31,股票,0.0
596,260108.OF,2013-03-28,600048.SH,保利地产,25840000.0,1900000.0,0.015902,1.29,2012-12-31,股票,0.0
597,260108.OF,2013-03-28,300133.SZ,华策影视,11363419.2,676394.0,0.006993,0.57,2012-12-31,股票,0.0
598,260108.OF,2013-03-28,300070.SZ,碧水源,25104364.4,626044.0,0.015449,1.25,2012-12-31,股票,0.0
599,260108.OF,2013-03-28,300016.SZ,北陆药业,16983899.1,1139859.0,0.010452,0.85,2012-12-31,股票,0.0
600,260108.OF,2013-03-28,002474.SZ,榕基软件,6875591.56,476149.0,0.004231,0.34,2012-12-31,股票,0.0
601,260108.OF,2013-03-28,002456.SZ,欧菲光,24712187.82,588806.0,0.015208,1.23,2012-12-31,股票,0.0
602,260108.OF,2013-03-28,002429.SZ,兆驰股份,44436362.01,3442011.0,0.027346,2.21,2012-12-31,股票,0.0
603,260108.OF,2013-03-28,002391.SZ,长青股份,1411737.12,83436.0,0.000869,0.07,2012-12-31,股票,0.0
604,260108.OF,2013-03-28,002385.SZ,大北农,42639523.2,1974052.0,0.026241,2.12,2012-12-31,股票,0.0
605,260108.OF,2013-03-28,002350.SZ,北京科锐,27758167.8,2656284.0,0.017083,1.38,2012-12-31,股票,0.0
606,260108.OF,2013-03-28,002293.SZ,罗莱生活,9796125.0,226500.0,0.006029,0.49,2012-12-31,股票,0.0
607,260108.OF,2013-03-28,002010.SZ,传化智联,27275899.92,3318236.0,0.016786,1.36,2012-12-31,股票,0.0
608,260108.OF,2013-03-28,000661.SZ,长春高新,31066478.3,508453.0,0.019119,1.55,2012-12-31,股票,0.0
609,260108.OF,2013-03-28,000069.SZ,华侨城A,29348115.0,3913082.0,0.018061,1.46,2012-12-31,股票,0.0
610,260108.OF,2013-03-28,000059.SZ,华锦股份,39916869.48,5861508.0,0.024565,1.99,2012-12-31,股票,0.0
611,260108.OF,2013-03-28,000024.SZ,招商地产,46875410.96,1568264.0,0.028847,2.34,2012-12-31,股票,0.0
612,260108.OF,2013-03-28,000002.SZ,万科A,22264000.0,2200000.0,0.013701,1.11,2012-12-31,股票,0.0
613,260108.OF,2013-08-26,300197.SZ,铁汉生态,47668766.94,1884886.0,0.029394,2.22,2013-06-30,股票,0.0
614,260108.OF,2013-08-26,300058.SZ,蓝色光标,7842769.2,188076.0,0.004836,0.37,2013-06-30,股票,0.0
615,260108.OF,2013-08-26,002456.SZ,欧菲光,22109472.0,739200.0,0.013634,1.03,2013-06-30,股票,0.0
616,260108.OF,2013-08-26,002400.SZ,省广集团,191505.6,7254.0,0.000118,0.01,2013-06-30,股票,0.0
617,260108.OF,2013-08-26,002308.SZ,威创股份,22107526.4,2402992.0,0.013632,1.03,2013-06-30,股票,0.0
618,260108.OF,2013-08-26,002081.SZ,金螳螂,59559496.23,2092009.0,0.036727,2.78,2013-06-30,股票,0.0
619,260108.OF,2013-08-26,000963.SZ,华东医药,3863736.45,96957.0,0.002383,0.18,2013-06-30,股票,0.0
620,260108.OF,2013-08-26,000661.SZ,长春高新,54653557.82,558202.0,0.033701,2.55,2013-06-30,股票,0.0
621,260108.OF,2013-08-26,000002.SZ,万科A,21670000.0,2200000.0,0.013363,1.01,2013-06-30,股票,0.0
622,260108.OF,2013-08-26,600867.SH,通化东宝,22330250.09,1499681.0,0.01377,1.04,2013-06-30,股票,0.0
623,260108.OF,2013-08-26,600583.SH,海油工程,31499583.2,4868560.0,0.019424,1.47,2013-06-30,股票,0.0
624,260108.OF,2013-08-26,600518.SH,ST康美,50686357.08,2635796.0,0.031255,2.36,2013-06-30,股票,0.0
625,260108.OF,2013-08-26,600383.SH,金地集团,20911228.24,3048284.0,0.012895,0.97,2013-06-30,股票,0.0
626,260108.OF,2013-08-26,600221.SH,海航控股,43632000.0,21600000.0,0.026905,2.03,2013-06-30,股票,0.0
627,260108.OF,2013-08-26,600201.SH,生物股份,25497588.2,1237747.0,0.015723,1.19,2013-06-30,股票,0.0
628,260108.OF,2013-08-26,600085.SH,同仁堂,20427168.0,933600.0,0.012596,0.95,2013-06-30,股票,0.0
629,260108.OF,2013-08-26,300257.SZ,开山股份,35036235.0,1056900.0,0.021605,1.63,2013-06-30,股票,0.0
630,260108.OF,2013-08-26,300168.SZ,万达信息,25449464.78,942922.0,0.015693,1.19,2013-06-30,股票,0.0
631,260108.OF,2013-08-26,300070.SZ,碧水源,29814865.2,791265.0,0.018385,1.39,2013-06-30,股票,0.0
632,260108.OF,2013-08-26,130311.IB,13进出11,49625000.0,500000.0,0.499497,2.31,2013-06-30,债券,0.0
633,260108.OF,2013-08-26,130201.IB,13国开01,49725000.0,500000.0,0.500503,2.32,2013-06-30,债券,0.0
634,260108.OF,2013-08-26,002311.SZ,海大集团,41269442.58,3601173.0,0.025448,1.92,2013-06-30,股票,0.0
635,260108.OF,2013-08-26,002305.SZ,南国置业,47703958.5,5782298.0,0.029416,2.22,2013-06-30,股票,0.0
636,260108.OF,2013-08-26,002230.SZ,科大讯飞,59437686.0,1286530.0,0.036651,2.77,2013-06-30,股票,0.0
637,260108.OF,2013-08-26,002065.SZ,东华软件,41616630.0,2101850.0,0.025662,1.94,2013-06-30,股票,0.0
638,260108.OF,2013-08-26,002011.SZ,盾安环境,44291236.08,4367972.0,0.027312,2.06,2013-06-30,股票,0.0
639,260108.OF,2013-08-26,000671.SZ,阳光城,21739891.5,1834590.0,0.013406,1.01,2013-06-30,股票,0.0
640,260108.OF,2013-08-26,000100.SZ,TCL科技,27495490.77,12112551.0,0.016955,1.28,2013-06-30,股票,0.0
641,260108.OF,2013-08-26,000012.SZ,南玻A,38027477.43,4102209.0,0.023449,1.77,2013-06-30,股票,0.0
642,260108.OF,2013-08-26,601117.SH,中国化学,30130828.56,3165003.0,0.01858,1.4,2013-06-30,股票,0.0
643,260108.OF,2013-08-26,600763.SH,通策医疗,17855346.72,656688.0,0.01101,0.83,2013-06-30,股票,0.0
644,260108.OF,2013-08-26,600535.SH,天士力,33055519.5,844330.0,0.020383,1.54,2013-06-30,股票,0.0
645,260108.OF,2013-08-26,600436.SH,片仔癀,10561683.08,77194.0,0.006513,0.49,2013-06-30,股票,0.0
646,260108.OF,2013-08-26,300157.SZ,恒泰艾普,47943302.68,1386446.0,0.029564,2.23,2013-06-30,股票,0.0
647,260108.OF,2013-08-26,300146.SZ,汤臣倍健,36187757.64,822636.0,0.022315,1.69,2013-06-30,股票,0.0
648,260108.OF,2013-08-26,300133.SZ,华策影视,44787610.27,1874743.0,0.027618,2.09,2013-06-30,股票,0.0
649,260108.OF,2013-08-26,300124.SZ,汇川技术,51666723.86,1476614.0,0.03186,2.41,2013-06-30,股票,0.0
650,260108.OF,2013-08-26,300088.SZ,长信科技,26425664.55,1252995.0,0.016295,1.23,2013-06-30,股票,0.0
651,260108.OF,2013-08-26,300037.SZ,新宙邦,7694816.5,379055.0,0.004745,0.36,2013-06-30,股票,0.0
652,260108.OF,2013-08-26,300020.SZ,银江股份,37123053.14,1749437.0,0.022891,1.73,2013-06-30,股票,0.0
653,260108.OF,2013-08-26,002683.SZ,宏大爆破,22014154.0,923800.0,0.013575,1.03,2013-06-30,股票,0.0
654,260108.OF,2013-08-26,002663.SZ,普邦股份,47385203.8,3144340.0,0.029219,2.21,2013-06-30,股票,0.0
655,260108.OF,2013-08-26,002570.SZ,贝因美,2688147.15,96177.0,0.001658,0.13,2013-06-30,股票,0.0
656,260108.OF,2013-08-26,002565.SZ,顺灏股份,44938770.7,4122823.0,0.027711,2.09,2013-06-30,股票,0.0
657,260108.OF,2013-08-26,002450.SZ,*ST康得,35800410.0,1279500.0,0.022076,1.67,2013-06-30,股票,0.0
658,260108.OF,2013-08-26,002391.SZ,长青股份,1641186.12,83436.0,0.001012,0.08,2013-06-30,股票,0.0
659,260108.OF,2013-08-26,002385.SZ,大北农,40723473.36,3946073.0,0.025112,1.9,2013-06-30,股票,0.0
660,260108.OF,2013-08-26,002310.SZ,东方园林,31960356.68,834692.0,0.019708,1.49,2013-06-30,股票,0.0
661,260108.OF,2013-08-26,002292.SZ,奥飞娱乐,2807706.0,125400.0,0.001731,0.13,2013-06-30,股票,0.0
662,260108.OF,2013-08-26,002146.SZ,荣盛发展,31938013.22,2263502.0,0.019694,1.49,2013-06-30,股票,0.0
663,260108.OF,2013-08-26,000895.SZ,双汇发展,24669946.32,641778.0,0.015212,1.15,2013-06-30,股票,0.0
664,260108.OF,2013-08-26,000848.SZ,承德露露,33615183.03,1480193.0,0.020728,1.57,2013-06-30,股票,0.0
